Text,Star
還是根本沒有負責處理系統的部門,0
這些問題完全影響了用戶體驗，卻似乎被視若無睹,0
"

過程中我已多次表明只想結帳，但銷售卻不放過，硬要我參與活動，甚至勸我多買商品，還要我申請會員和下載App，這些繁瑣的事情對我來說非常浪費時間",0
更誇張的是，等到結帳時才告訴我，國外信用卡無法參與活動,0
前面浪費了這麼多時間、精力，結果完全白費,0
"

更令人憤怒的是，我當時已經表達了操作不順和對整個過程的不滿，但銷售竟然只是回應自己的感受，說「我們已經習慣了」",0
拜託，客人在抱怨的時候 你沒聽出來，妳真以為客人在關心銷售的感受嗎,0
你的回應完全沒有解決問題，也沒有試圖安撫顧客，更別提說些「我們會往上報告」之類的負責話語,0
這樣的銷售行為只讓人覺得眼裡只有業績,0
"

這樣的不專業、不周到讓人非常生氣，購物體驗極差",0
如果你們希望顧客配合推廣活動，請先確認活動條件，並尊重顧客的選擇，而不是用這種方式強行推銷,0
建議貴公司好好檢討銷售培訓和系統問題，否則只會流失更多顧客,0
適合全家大小來逛街購物，各個年齡層的商品都有，但是價格都偏高，美食街價格比較平易近人，有很多好吃的美食,1
4f的聖誕裝飾超級美,1
聖誕打卡必去 免費拍照,1
個人覺得臺北101的觀景臺很適合國小的學童去參觀,1
具有教學意義,1
可以俯瞰整個臺北的地形，也可以看看阻尼器，爬爬臺灣最高樓,1
畢竟也曾經是世界第一的高樓,1
以往購買百貨公司商品，在信義區，幾乎都是在新光三越，微風、H&M、統一101等都比較少去,1
最近較常進到101購物中心，主要是午餐時間，路過吃午餐,1
簡單吃好午餐，距下午茶時間還有兩個多小時，就好好將這個購物中心仔細端詳一番,1
單就內部的陳設，與進駐的店家，就感覺出這個購物中心的高『貴』，口袋不夠深，真的還很難做消費,1
每個店家幾乎都是旗艦級的裝修與擺設，氣勢非凡，與101購物中心的整體形象，相得益彰,1
這裏的國際名品很多，或許可稱為國際奢侈品牌的集散地，一般人很難親近,1
在這之中，我找到兩個還算平價的品牌，一個是ZARA，另一個是United colors of Benitton，都是服飾類,1
找個機會來此做windows shopping也不賴,1
很好逛爾且超多不同國籍的人在此聚集，要注意是否容易確診感染，也幫許多外國朋友拍照，大家互相禮讓拍照留念，很有趣,1
期待之後還會有不同的佈置，光這裡我竟然逛了三小時，哈,1
很好拍… …,1
第一次去台北101觀景台體驗居高臨下的感覺，雙腿發軟,1
是懼高症嗎,1
呵呵,1
跟兩個妹妹和弟弟去的（弟弟是當月壽星），捷運可以到達的地方真的好方便，也是很多外國遊客必到之處,1
可惜當天有霧，看了霧煞煞，屬於台灣最高地標,1
在89樓買了飲料喝，還買了值得紀念的合照,1
下次還要再去看看清楚的台北101,1
台北101購物中心，位於台北市信義區，不僅是台北市的著名地標，更是集購物、美食、觀光於一身的頂級百貨公司,1
"

特色與魅力

國際精品的殿堂： 台北101購物中心匯集了眾多國際頂級品牌，無論是時尚服飾、珠寶腕錶、美妝保養品，還是家居生活用品，您都能在這裡找到最優質的商品",1
"
美食的天堂： 台北101購物中心擁有各式各樣的美食餐廳，從米其林星級餐廳到特色小吃，應有盡有，可以滿足您的味蕾",1
"
絕佳的觀景體驗： 台北101的觀景台是台北市最高的觀景點，您可以俯瞰整個台北市的景色，感受台北的繁華與美麗",1
"
多元化的活動： 台北101購物中心經常舉辦各種展覽、表演、講座等活動，讓您在購物之餘，也能 享受多元化的文化體驗",1
"
推薦店家與景點

鼎泰豐： 這家餐廳以其美味的小籠包而聞名，是許多遊客到台北必吃的餐廳之一",1
"
Page One： 這家書店是台灣最大的連鎖書店之一，提供各式各樣的書籍和文創商品",1
"
Jason's Market： 這家超市提供來自世界各地的精選食材和商品，讓您在家也能輕鬆享用美味佳餚",1
"
89樓觀景台： 這裡是台北101的觀景台，您可以搭乘高速電梯，在短短37秒內到達89樓，欣賞台北市的美景",1
"

台北101購物中心是一個集購物、美食、觀光於一身的頂級百貨公司，無論您是想購物、品嚐美食、體驗文化還是欣賞美景，都能在這裡找到 ",1
建議您安排一天的時間，好好 享受台北101購物中心的魅力,1
"

台北101購物中心在週末和假日的 вечер 會非常擁擠，建議您可以避開這些時段前往",1
"
台北101購物中心的店家營業時間不一，建議您事先查詢",1
"
台北101購物中心的交通非常便利，您可以搭乘捷運或公車前往",1
管理落後，送貨停車死要錢，只是100元，就是不爽,0
"101很美 也值得前往朝聖的地方
建議美食區用餐地方改善

拿到餐點沒位置坐
端著食物繞好幾圈才找到立食

建議規劃更多立食座位

減少多人座位區數量
禮讓給身心不便及年長者

為了座位  人體 、手機、包包、家屬
拿來霸佔座位區

期望改善 希望賈董看到",0
台北地標，有觀景台和餐廳以及購物中心,1
一個充滿回憶的地方，那些年幾乎每三個月就要北上參展，日出就朝著101走到世貿，日落就背對著101走回安和站，不管風吹日曬雨淋天冷或是天熱，還有101地下美食街的韓式銅板烤肉 …,1
之前專櫃試色櫃姐都會幫忙 這次體驗比較差 在YSL挑顏色櫃姐也沒有跟上來 讓我自己拿樣品說可以直接塗在手上 試色也是讓自己試 小小儀式感綁蝴蝶結也沒有,0
今天造訪101，攀升至89樓的美景體驗實在令人難以忘懷,1
電梯在短短的37秒內從第5樓迅速送你至頂樓，當門一開，整個台北城市盡收眼底，宛如站在天際線上的城市探險者，感受到一種無與倫比的震撼,1
"

在這壯闊的景致中，我漫步往旁邊，驚喜地發現了一家出售豆花和雞蛋糕的小店",1
這裡的美食水準讓我留下深刻的印象，每一口都散發出濃郁的風味，如同品味著一份藝術品,1
"

而更令我愉悅的是，旁邊竟有全台最高的飲料店——迷客夏",1
這裡提供獨特的飲品選擇，吸引了眾多遊客和當地人,1
我決定品嚐了一下他們的黑糖珍珠奶茶，口感十分出色，香濃的奶茶搭配Q彈的珍珠，讓我彷彿在舌尖上品味著一場風味之旅,1
"

這趟101之旅不僅是一場視覺的盛宴，更是一場味蕾的冒險",1
站在台北的制高點，我感受到城市的脈動和活力，每一個景點都像是一幅獨特的畫卷，而美食更是這畫卷中不可或缺的一筆,1
在迷人的美景和美食的雙重誘惑下，這次的心靈之旅讓我更加熱愛這座充滿活力的城市,1
台北101是超高大樓、是綠建築、是購物中心、是觀景台，更是台灣的指標,1
為了參加2024年的101垂直馬拉松就來這裡，有完賽沒錯，不過抽筋抽爛，本來要30分鐘攻頂，結果搞到1小時才到，還有看到我上電視的瞬間，蠻屌的，還拿到超多紀念品，還有看到曾國城，可說是收穫滿滿 …,1
台北101是台灣台北市的標誌性建築，也是世界知名的地標之一，以其壯觀的外觀和令人印象深刻的設計而聞名於世,1
"

首先，台北101曾經是全球最高的摩天大樓，擁有獨特的結構設計和工程技術，展現了台灣在建築領域的創新能力",1
其外觀如一根巨大的竹子筒，結合了現代風格和傳統元素，營造出獨特的美感,1
"

其次，台北101內部設施豐富，包括辦公樓、購物中心、觀景台等",1
觀景台位於大樓的頂部，提供了壯觀的城市景觀，遠眺台北市的全貌，是遊客們欣賞台北市景色的絕佳地點,1
"

除了觀景台外，台北101的購物中心也吸引了眾多遊客前來購物和觀光",1
這裡聚集了各種國際知名品牌和精品店，讓人可以盡情享受購物的樂趣，同時體驗到時尚和品味,1
"

此外，台北101還是一個文化和商業活動的中心，經常舉辦各種展覽、講座和表演，豐富了當地的文化生活，也吸引了眾多遊客前來參與和觀賞",1
"

總的來說，台北101以其壯觀的外觀、豐富的設施和活動，成為了台灣的一個重要地標和旅遊景點，吸引著來自世界各地的遊客前來探訪和欣賞",1
很棒的特展，外國遊客很多,1
首先要感謝市長，大學以來有三年在台北101跨年，今年的101煙火確實是最精彩與色彩斑斕的,1
"
今年101的跨年請到了好多大咔，從告五人、盧廣仲、到華莎，他們的表演都十分精彩",1
煙火亦確實因為天氣好的關係有大大加分，襯托出101的美麗與高聳,1
"
期望2024的台北持續綻放、改變",1
今年的101煙火與跨年活動確實充滿記憶點,1
在散場上或一些看表演的方式上固然還有進步空間，例如站位看表演的密度等,1
"
另一方面，必須稱讚市長要固及台灣原住民與運動員，邀請原住民樂團Matzka的表演，以及運動員一同跨年倒數，實屬多元與罕見",1
"
表演舞台與背景的AR設計亦是份外漂亮，但要挑剔大螢幕廣告太大了，擋住了看舞台表演者的演出",1
"
總括而言，大致安排良好，煙火確實為今年跨年錦上添花，表演舞台亦有用心設計，期望明年除夕繼續加油",1
交通方便，捷運101站四號出口直接到101購物中心B1. 開車的話只車位也有1200個車位，有活動或下雨，才可能快客滿. 停車費不低，平日100/小時，假日120/小時，但專屬中信101信用卡可以免費停車折抵，或加入APP 也有消費$588可停3小時. 購物中心人最多的是B1美食伴手禮街以及5F觀景台售票口. 外國人非常多，團客散客都有. B1還有Mia C‘bon超市，很好逛，有時候我也會去肉品專櫃選一塊牛排請他們現煎. 5F觀景台售票口旁邊是TWG 茶館，看起來有點像法國知名茶館的氛圍. 旁邊是ABC cooking studio(松智東電梯)，日式烘焙廚藝品牌. 4F有Salt &Stone，喜歡他們家的餐點及麵包，極推.,1
今天點了姥姥酸菜魚，因為內用低消一個人要$400但是因為沒有吃過，所以選擇的外帶的話就有個人份,1
不過他會用外帶包裝裝起來，我覺得如果也可以有一份端出來省掉這麼多的包裝的話是更好的,1
或者是那天店員誤會我們是要外帶嗎,1
不確定,1
包裝也包得非常精緻倒是，但是我覺得很合我的口味啦小菜也好吃，只要他帶酸味的小菜我都覺得很夠酸，但又不會過甜,1
酸菜魚本身那天我選的是白湯的部分我覺得喝起來很舒服，我是一個不太喝湯的人，所以對我而言是很不錯的,1
的確是有雞湯的底蘊比較特別的是他加了油蔥酥，所以多了一個油蔥酥的香氣但喜不喜歡我看個人囉,1
而且他料很多魚肉也蠻多的，以這個價位和到處都有酸菜魚的店來說，我覺得很可以,1
我是不吃什麼沙巴魚,1
他們家是鱸魚喔,1
另外點了一個皮蛋麵蠻好吃的，我覺得他的麵條口感很爽口，皮蛋那個醬料稍微帶一點點麻辣也蠻香的,1
以酸魚來說這家又再度的燃起我覺得可以吃的慾望,1
之前吃過的是刁民雖然也不錯，但是他不會讓我特別想念,1
但是姥姥我覺得會,1
購物逛街吃飯的好地方，停車收費標準稍高，美食街單一餐點都上看300-400,1
"很久沒來101,
昨天認真在這裡逛了一下午,
國門開放後,觀光客回流",0
"

我認為101的櫃位&小吃都安排的挺不錯~
蠻國際化&有特色,
頗有百貨業界老大哥之風",0
"

但到B1美食街,
居然發現最基本的網路收訊根本是0,
我已經是中華電信的,
開個餐廳APP都開不了...
這對國際旅客來說,也太落漆了吧XD

不知道是不是整體B1的問題,
因為詢問美食街商家表示,
某些方位就真的訊號很差&收不到 (他們也無奈)
不曉得是101沒人發現還是怎樣..
PS.連發票載具都打不開

後來我在85F餐廳用餐,一樣收訊不良,
跟餐廳要了WIFI才OK~

認真希望101的主管能看到,
一個小細節,
真的會讓國際觀光客感受扣分",0
名氣超響亮的購物中心，結合商場、美食小吃、米其林餐廳、休憩、辦公等多樣化設施，不只受到國內大眾青睞，來自世界各地的觀光客也必定到此一遊,1
棒 台灣的著名景點又好吃好玩,1
高聳矗立101，光潔寬敞人好走,1
第一次近距離看煙火 挺有趣的,1
台灣最知名的地標，每年的跨年煙火這裡是主場，從捷運下來就可以到，樓下有知名的鼎泰豐，而且可到99樓看景色，要從1樓進去往左邊先到4樓再轉電梯高速電梯直上，現在樓上也有很有名的吃到飽餐廳，菜色也非常的優價格也非常的高檔，天氣好的時候101真的很漂亮,1
"參加今年的台北101登高賽，才有機會來這全世界有名的地標
這次也算逛得透徹，從1F爬到91F 
新蓋的百貨公司果真不一樣，超級多地方可以休息坐著，而且冷氣很涼，廁所很大很明亮乾淨
空間非常寬敞，比老牌的新光三越寬敞舒適很多，我台北人的話就會沒事來這邊走走 …",1
一個號稱「把台北帶到全世界」的購物中心，在聖誕節期間，品牌商店沒有聖誕氣氛佈置，業主方只憑著幾片布旗，沒有裝飾、沒有音樂、入口處ㄧ點不成氣勢的拱門⋯⋯都顯現出「了無心意」「缺乏時尚品味」，徒有其表（已經明顯看出建築物的灰霧/老舊）,0
業主再不積極，等旁邊的大樓再起，恐怕那些有錢的貴婦/老爺，用再大的人情也「拉」不回來了,0
至於現在來來往往的遊客充其量上觀景台（本來就含在旅費中），到美食廣場吃一點，歇歇腳，消費力完全無法與大陸的大腕相題並論,0
太失望,0
1987年，穿著TOP Gun 的“助我洋人”飛行皮衣，站在36年前，是當時台北101還未蓋起的土地上，當時除了台北世貿展覽館蓋好以外，君悅（凱悅）大飯店才正在蓋而已，其餘的地是泥土地，一片荒蕪,1
"
在2007～2009年買的忠孝東路五段華固Moma13坪樓中樓的房子，前面面對著以前的明德春天百貨，後窗可以在跨年時看101的煙火",1
"
台北的象山像極了香港的太平山頂，只可惜2009年為了到宜蘭買地蓋別墅，賣掉了信義區華固Moma的房子，就只能在家像這樣電視看直播101煙火，拿一瓶紅酒慢慢欣賞",1
在中庭喝咖啡，特別享受，四周都是名牌店,1
"
這次布置的很美，搭配櫻花，不用上山就欣賞到美麗的櫻花，服務人員也很棒喔，隔壁桌來了4位外國人，看著她們流利的交談，真的很棒",1
 …,1
停車場配中信101卡，停車真的不錯，不過不能常來，最愛的品牌郎格錶來開專賣店，光買錶就破產了,1
台北101購物中心群樓商場有地上101層、地下5層、高508米，落成之際曾名列世界最高樓（目前為世界第四、亞洲第三），台北101購物中心其中B2-B4為停車場，B1至4樓共有5層樓的購物中心，5樓則為數家銀行與證券服務金融中心進駐服務，6樓至84樓為一般辦公大樓，85樓為商務俱樂部，86至88樓為觀景餐廳，89樓為室內觀景層，91樓為室外觀景台，觀景台面積約761坪，象徵未來之窗的觀景台,1
"台北的地標
國際級的購物中心
是來訪旅客必遊的景點
購物空間寬敞、舒適
精品、珠寶、服飾…應有盡有
是購物、逛街、欣賞美麗建築、賞景、拍照的絕佳景點",1
"101很美，但外圍常常有奇怪的團體
觀感很差 …",1
繁榮的街道是台北的地標，每一位觀光客都想來這裡走一走，感受人潮與新潮的氛圍,1
"哇～很棒的体驗
真的咻一下就到89樓
雖然只到89樓已經很高囉",1
"
本來想打到101樓的
但要在等2個小時後
所以不等了，只能上到89樓
過過乾癮
至少我101我有到達89樓",1
超級漂亮,1
雖然，那天去是雷雨,1
還是不減我來這裡的熱情呀,1
"

113/12/22再來臺北101過聖誕節 …",1
N年前來過101，當初沒有很深刻的印象，覺得不好逛，今天又重游舊地，讓我眼睛為之一亮，裡面環境很乾淨很舒服，連樓梯口的服務人員，看起來都很有專業氣質，因為是路過，下次有空再來好好的逛一逛,1
台北101購物中心-耶誕童話王國/ 台北信義,1
"
【期間限定】台北101四樓的都會廣場，也是充滿濃濃耶誕氛圍",1
"
耶誕樹上掛滿小熊、拐杖糖等繽紛裝飾",1
"

周圍還有可愛的薑餅人、薑餅屋及
各式的耶誕造景，成了一座耶誕童話王國~

-----------------------------相關資訊---------------------------------
地址：台北市信義區市府路45號4樓",1
"
門票：免費",1
"
展出日期：即日起~113.01.01",1
"
營業時間：週日~週四11：00~21：30、週五~週六11：00~22：00",1
"
拍攝日期：112.12.07",1
"
----------------------------------------------------------------------------------------- #台北101大樓 #台北101 #台北101購物中心 #都會廣場
#台北景點 #信義 #聖誕節 #聖誕樹 #童話王國",1
2025-01-02（四）來三天兩夜之旅，101頂樓門票420元,1
"

2022-12-08（四）各大品牌在這裡的東西都非常齊全，而且樣式又多",1
身為世界前十高的101大樓怎能不去造訪呢,1
"
第一次來這裡時被101的高度與震撼嚇到，因為從捷運站出來抬頭一看就是既碩大又高聳雲天的101，無論在什麼角度都會被驚艷到使得讚不絕口啊～～

在這裡擁有全台灣最大的購物商圈，其包含了101購物商場、微風信義 南山、遠百、威秀、寶麗廣場…讓你逛不完也逛不膩",1
在這裡無論是娛樂購物休閒應有盡有，此外也有著許多來自四面八方的外國人～可以很熱情的與他們交流或是打聲招呼也都是很棒的國際交流,1
台北地標101，肯定要打卡,0
各式品牌一應俱全,0
一站滿足吃、喝、玩、樂的所有需求,0
"台灣最高的地標建築物
到台灣的觀光客必來的地方
內部逛街有點走迷宮
氣勢磅礡",1
曾經是世界第一高樓，全球每年跨年煙火焦點之一,1
平面層的美食與商場平日也是人潮洶湧，已是旅遊台灣的重要景點之一,1
這裡真的很漂亮,1
我們美髮沙龍Karenstar 店家就在101旁邊!非常方便,1
每天都可以看到101,1
非常近,1
停車也很方便,1
我們店對面就有停車場,1
信義國小的停車場室內,1
旁邊也有停車場不過有些是室外的,1
"B1美食街 “美利港式茶檔” 看到一堆人排等待，排隊又被那 滑蛋顏色所吸引，點了 “港式鮮蝦雲吞撈麵”,“柱侯牛腩帽蓋滑蛋飯”那飯，坐旁邊的座位眼看著燈號有顯示，奇怪就是沒叫到我的號碼，走到櫃位問已經“口叫”超過10號以上的號碼,問一下服務生 我的已經做好放旁邊，我問怎麼燈號沒顯示，他說我們要你們在現場等，哇哩勒，燈號是裝飾用，拿到後一吃，米心根本沒熟，這種不用心的店 ，我想 101應該 管一下這種店",0
"台灣最美、最傑出、值得驕傲的地標
全台唯一國際級的購物中心
是來訪旅客必遊的景點
購物空間寬敞、舒適
精品、珠寶、服飾…應有盡有
是購物、逛街、欣賞美麗建築、賞景、拍照的絕佳景點",1
體驗每分鐘600公尺極快速的升降機，目睹600噸重的防震鐵球，在89樓眺望台北,1
從平價到奢華的世界美食,1
"
這裡大概是全台灣外國人密度最高的地方，美麗高雅的男女，風塵僕僕的旅人，幸福歡樂的全家福，到處充滿幸福氛圍和有禮安靜又樂於助人的人",1
"
來這裏很多次了，這次感覺最好，大概是少了陸客團喧嘩，改為面向世界更多自由社會的人的關係吧",1
"第一次那麼靠近101
在101的底下真的有種很驚艷的感覺，早上晚上各有不同的美感
101的購物中心在101的左手邊，一棟五層樓的建築，在五樓的地方有可以購買上101的門票（學生票300元、成人票400元、國外遊客600元）週五的晚上還是有很多人在排隊入場
旁邊的小賣部有很多特色商品，特別推薦101造型的礦泉水，非常有設計感～
此外，購物中心內部也是非常好逛，有很多精品商店，因為是採用挑高設計所以感覺非常開闊
非常建議就算沒有消費也可以上去5樓的地方看一下，空橋和挑高的設計有種非常開闊的感覺",1
絕對令人驚嘆的體驗，除了建築佈局有些混亂之外，其他都很棒,1
我認為登頂的成本很高，但感覺很棒,1
可惜是陰天,1
"不知道101公關部門有沒有客服部

貴公司的公關「組長」魏小姐Sunny真的需要加強訓練
想詢問工作得來的是問我有沒有他的email
我告知沒有 他卻認為我應該會有因此我態度良好請教他的Email
他用非常快速並且故意的語調告訴我，再來問我有沒有記起來",0
"這正常人都不會記起來吧⋯⋯
這是貴公司的專業嗎",0
"這分明是找碴

101這個台灣地標公關部做到這樣真的太讓人失望了⋯⋯",0
今年的聖誕佈景好漂亮 …,1
"高端大氣，
有許多名牌",1
"

逛街的時候，
旁邊可以坐的座位比較少",1
"

廁所還蠻漂亮的",1
"

B1美食街不管是不是用餐時間，
人都很多，等待位子需要花一些時間
也可以多走幾步路到其他的百貨，
就會發現沒這麼擁擠了",1
不愧是國家象徵之一，外籍人士非常多,1
"
有行程安排的人請事前訂票會比較好，包括熱門餐廳也是",1
早晨的101原來也可以這麼平靜，不虧是台灣的地標～,1
晚上的101大樓很美每年跨年周遭都會到處人擠人 ~不然在國父紀念館這拍101很漂亮101大樓有很多精品美妝百貨漢美食餐廳台北101在2004年到2009年期間都是世界第一高樓，被很多國家超車了，現在只能算是台灣第一高樓了 …,1
第一次來此，是陪自家妹妹來領獎，順便逛逛這裡，裡面全部是精品，附近也有很多可逛可吃的店，停車也方便,1
這次的旅程，我第一次踏上了中華民國的地標之一，101，十分感動，當時的我直接哭出來，那是一個淚流滿面，悲喜交加，還是老話一句，吃得苦中苦，方為人上人,1
"很喜歡拍台北101
他在台北是有種魔力，任何角度都好看",1
101大樓的89樓是觀景台，非常漂亮，可以看到整個台北市，還有附景點說明，不用怕找不到自己要找的地標,1
僅限101百貨購物的服務人員，遇過好幾個都很差,0
自以為是,0
不知道優越感哪裡來的，然後問問題也不友善,0
可能真的是賺外國人/觀光客的錢，以後還是去附近別的百貨有同樣的精品品牌,0
東西很多很好逛，從B1進入達成手扶梯一路逛到5樓觀景台入口，平日下午人潮少的時候挺清閒的，購物體驗也比較好,1
第一眼看到臺北101的那一刻起，它的龐大和優雅就給人留下了高達威猛的印象,1
其優雅的建築設計，看起來來自傳統的亞洲圖案和現代元素，與世界各地的其他摩天大樓區分開來,1
閃閃發光的玻璃外牆反射著天空和周圍的城市景觀，營造出令人著迷的視覺奇觀,1
"臺灣101著名地標，唯一高聳在大台北地區，最熱鬧的商圈，也是台灣地標建築打卡聖地，依舊還是高聳，裡面精品眾多就不多說，但B1的用餐區座位真是太少，平日尖峰時間人潮一樣擁擠，室內的裝潢藝術和動線有點特別，人潮多的時候根本找不到座位，這個部分有一點點的美中不足，當然餐點價格也算中等及高價，本人能接受消費範圍之內，裡面還有各大品牌精品應有僅有，看得眼睛眼花瞭亂，喜歡買精品的朋友可以來逛逛，本人對奢侈品沒有特別喜歡，因為買不起～～

#台北101 #新竹霧眉 #中壢霧眉 #湖口霧眉 #竹南霧眉 #苗栗霧眉 #頭份霧眉 #新豐霧眉 #新富霧眉 #富崗霧眉 #楊梅霧眉 #埔心霧眉 #桃園霧眉 #台北霧眉 #板橋霧眉 #粉墨眉 #霧雕眉 #妝感霧眉 #機器霧眉 #妝感眼線 #隱形眼線 #嘟嘟 #微刺青 #新竹刺青 #湖口刺青 #女刺青師",1
"好像到了澳門的感覺，大樓裡面的名牌商店空間非常寬敞舒適明亮又乾淨，除了美食街位置不足（可能是假日人潮洶湧
商店裡的銷售人員服務很親切的接待顧客，購物沒有壓力",1
"不同凡響的建築設計，日夜都美麗，歡迎你來體驗
打卡照相的好地方，隨便拍都是傑作",1
很好拍的夜景～感謝老師有找到秘境讓我們去學習拍攝技巧 …,1
動線安排流暢，但人潮眾多時電梯有些不敷使用,0
"趁著聖誕節來朝聖位於四樓的歐式玫瑰花園
現場活動範圍不大，但佈置的很浪漫
拍照時現場活動人員非常親切很難忘",1
"
跟我們說可以借皇冠來拍照打卡哦",1
"
還有有個椅子上擺了裝飾花朵
以為是故意放的，不希望大家坐
沒想到站在旁邊拍照時
店員又很可愛的趕快過來把花拿起來
跟我們說：可以坐著拍喔",1
"
印象非常深刻非常好
一點也沒有給人那種很有距離的感覺",1
"
-
第一次踏進101，櫃位空間比想像中寬敞許多
雖然可以逛的樓層不多
但挑高的空間設計非常舒服明亮
在四樓還可以看到101主體鑲嵌在建築裡的奇特景觀",1
"非常驚艷這種建築工法
第一次是平日來印象很棒
人不多，散步起來很愜意
大樓外也設有許多耶誕節裝飾和造景
大推聖誕節一定要來好好感受浪漫的氣氛",1
每次經過台北地標101就忍不住拍一下,1
發現四四南村是很讚的拍攝地點，早晚角度都好抓，可以避開地面上的人潮去拍，有機會大家可以試試,1
很值得一遊的台灣地標景點，89樓的景觀台很值得參觀但是門票有一點小貴成人300元,1
"
商場內各項設施和商店餐廳等有很多選擇，空間很開闊逛起來舒服方便",1
一到三樓有世界各國的名牌地下1.2層有各式小吃和餐廳應有盡有,1
"照片為B1美食節店家品牌 整棟精品居多
樓上很漂亮 很適合拍照 觀景台很推薦去
網路事先購票比較便宜喔",1
"應該是第四次來101 總算有在裡面走走逛逛 百貨專櫃都是一些名牌 該有的都有 平日裡人潮還算很多 可能是一些外國觀光客吧
台北101在全世界應該是第五高的大樓 可以算是台灣的地標 每家名牌店的裝潢風格蠻不錯的 各有各的特色 而且店面比一般百貨公司的店面來的大",0
天氣好的是時候可以看很遠，小孩逗留時間不會很久,1
"很方便的購物地點，一下捷運站就抵達101
各種品牌、精品類眾多，能夠一站買完所有需要的東西
且不定時舉辦活動，有空可以來逛逛

樓上的85樓景觀檯也很值得付費上去參觀
搭乘快速的直達電梯上樓可眺望整個台北市",1
"到台北多次
還是第一次這麼近距離
多少前跨年遠望
下次希望到頂樓看美景",1
很有聖誕的氛圍呀～喜歡～雖然裡面的櫃位我買不起～但我可以去得起觀景台 …,1
在疫情之前去了一趟，觀景台的巡禮解說人員非常親切仔細,1
整場活動下來也很流暢,1
很適合疫情之後帶著大朋友小朋友預約上去，看夕陽看夜景都很適合喔,1
每個星期至少要看到101大樓十次以上，但好像都看不膩了，動不動就會想拿起手機來拍一下，無論是什麼樣的天氣，還是春夏季節的變化，或者是白天和夜晚，總覺得有不同的美,1
"
101矗立在台北信義計劃區也超過二十年了吧",1
在它之後又陸陸續續的出現了各式各樣的百貨公司商場和五星級酒店甚至是豪宅，總覺得它就是特別的吸引我的目光，就好像是一個中心點，其他的建築就是圍繞著它的光環陪襯著它而存在，也能從二樓的空中走廊通到其他商場不用擔心日曬雨淋，在這裡才能感受一下國際都會的氣氛，尤其十月份開始的百貨週年慶到年底跨年的各種裝飾點燈活動，都會特地去拍一些美美的夜景照片了,1
"101 4樓都會廣場

#台北101購物中心 #聖誕節 #聖誕市集 …",1
"台北101由台北金融大樓公司以地上權的方式興建及管理，初名臺北國際金融中心（英語：Taipei World Financial Center）
經常作爲台北在國際媒體上的主要視覺象徵；每年的跨年煙火表演，更是其落成以來最為重要的國際活動之一",1
"

101在大多數台北人以及台灣人心中已經是最能代表台灣的一個地標跟建築物了 在我小的時候  101才沒完工多久 那時 在信義路上看煙火的人潮絡繹不絕 但由於當時捷運信義線正在施工 因此最多都擠到附近去看而已；而在信義線完工後 去101變得更加方便了 附近的百貨也一棟棟的蓋起來 加上附近豪宅 逐漸形成了台北最具規模的城市天際線 假日大大小小活動更是吸引不少人來到附近逛街
已經成為台北人乃至國際觀光客必去的一個地方了",1
購物中心品牌眾多，通常旗艦店的貨都比較齊全，四樓也常常有品牌會擺設美麗造景讓大家拍照,1
現下結合北捷出口，便利性更高,1
美食街有很多特色餐廳及伴手禮販售，很適合觀光客到此一遊,1
但假日到此用餐，就實在一位難求,1
"
大樓週遭的燈海、噴水很有特色，也是拍照、打卡的好地方",1
"English / 中文
World renowned Taipei 101 that's a must visit when you're in Taiwan. The building got the name from its 101 floors above ground. It's often the most popular place to visit during New year countdowns due to the grand fireworks show.

On normal days it's a good mall for you to have a stroll around and settle your meals. There are various branded stores here if you feel like splurging.

已經不需要再介紹的台北101，只要來到台灣必定要來參觀",1
之所以會叫台北101是因為他一共在地上有101層，而地下有5層,1
夜時來這裡附近逛逛蠻舒服的，如果沒地方好去就來這一帶吧,1
2025.2.3到此一遊,1
"台北101購物中心
曾經的世界第一高樓，
除了不少流行店家以外，
這裡也進駐不少國際大型公司，
包含Apple或Google等，
如同一般購物百貨規劃，
地下一樓則有飲食區",1
就是喜歡來這裡逛，雖然奢侈品讓人高攀不起，但是空間環境還是滿不錯,1
小朋友超開心的坐著不到一分鐘就到了85樓景觀台，東看西看，還看了風阻尼器，跟很多漂亮的佈置景觀拍照，買了記念品後，才開心的離開101,1
台灣建築史指標，101目前仍是全台最高建築物，是為結合飲食，精品百貨，及商辦之摩天大樓,1
B2-B5為停車場區、B1為美食廣場,1
"2F 高空餐廳、4F為購物中心 、5F景觀台入口, 動線主要分為三區 信義南/中環節/松智東，亦是連結101出入口之動線及停車方向",1
另外台北101空橋串連新光三越A8館、華納威秀影城以及台北市貿中心，此空橋將周遭商圈緊密串連起來，為行人提供了快捷通道，大大提升行人行動力,1
乾淨明亮，聚會好地點，自從敦南誠品結束後，更常與朋友相約101，吃喝玩樂皆具備，可惜現在觀光恢復後，許多餐廳又恢復成要排隊的盛況,1
台灣最高的摩天大樓，台北市的知名地標之一，建築物燈光顏色會變化多端，每天晚上都不一樣，遇到跨年還會放煙火，每年還會舉辦爬樓梯的登高大賽，選手從1樓爬樓梯到91樓戶外觀景台,1
低樓層是購物中心，中間樓層至上層有許多來自國際的公司行號在此設立辦公室或分公司以及高空餐廳，一般購票遊客可以到89樓有可以觀賞360度視角環景觀景台及91樓有戶外觀景台,1
